logFC,logCPM,F,PValue,FDR,transcript,contrast,Chr,Start,End,ERV_ID,locus
-3.21374534523324,6.56679085445998,29.7988896300389,2.11826500250013e-07,0.000210979194249013,MER101_2q32.3,ADVANCED_LIMITED,chr2,196143424,196144208,MER101,2q32
-3.21374534523324,6.56679085445998,29.7988896300389,2.11826500250013e-07,0.000210979194249013,MER101_2q32.3,ADVANCED_LIMITED,chr2,196143424,196147476,MER101,2q32
-3.21374534523324,6.56679085445998,29.7988896300389,2.11826500250013e-07,0.000210979194249013,MER101_2q32.3,ADVANCED_LIMITED,chr2,196145697,196146577,MER101,2q32
-3.21374534523324,6.56679085445998,29.7988896300389,2.11826500250013e-07,0.000210979194249013,MER101_2q32.3,ADVANCED_LIMITED,chr2,196146572,196147036,MER101,2q32
-3.21374534523324,6.56679085445998,29.7988896300389,2.11826500250013e-07,0.000210979194249013,MER101_2q32.3,ADVANCED_LIMITED,chr2,196147036,196147476,MER101,2q32
-3.14747033707444,5.16435803710548,29.0105488965531,2.96437545586017e-07,0.000246043162836394,HERVH_6q22.31f,ADVANCED_LIMITED,chr6,123903480,123903879,HERVH,6q22
-3.14747033707444,5.16435803710548,29.0105488965531,2.96437545586017e-07,0.000246043162836394,HERVH_6q22.31f,ADVANCED_LIMITED,chr6,123903480,123909152,HERVH,6q22
-3.14747033707444,5.16435803710548,29.0105488965531,2.96437545586017e-07,0.000246043162836394,HERVH_6q22.31f,ADVANCED_LIMITED,chr6,123903879,123904257,HERVH,6q22
-3.14747033707444,5.16435803710548,29.0105488965531,2.96437545586017e-07,0.000246043162836394,HERVH_6q22.31f,ADVANCED_LIMITED,chr6,123904255,123904488,HERVH,6q22
-3.14747033707444,5.16435803710548,29.0105488965531,2.96437545586017e-07,0.000246043162836394,HERVH_6q22.31f,ADVANCED_LIMITED,chr6,123904471,123905131,HERVH,6q22
-3.14747033707444,5.16435803710548,29.0105488965531,2.96437545586017e-07,0.000246043162836394,HERVH_6q22.31f,ADVANCED_LIMITED,chr6,123905133,123905636,HERVH,6q22
-3.14747033707444,5.16435803710548,29.0105488965531,2.96437545586017e-07,0.000246043162836394,HERVH_6q22.31f,ADVANCED_LIMITED,chr6,123905626,123905773,HERVH,6q22
-3.14747033707444,5.16435803710548,29.0105488965531,2.96437545586017e-07,0.000246043162836394,HERVH_6q22.31f,ADVANCED_LIMITED,chr6,123905767,123908749,HERVH,6q22
-3.14747033707444,5.16435803710548,29.0105488965531,2.96437545586017e-07,0.000246043162836394,HERVH_6q22.31f,ADVANCED_LIMITED,chr6,123908751,123909152,HERVH,6q22
-2.92549302163052,6.35429045094319,26.8487732827379,7.52152768779124e-07,0.000535102969788577,HERVH_2p11.2c,ADVANCED_LIMITED,chr2,89349617,89350452,HERVH,2p11
-2.92549302163052,6.35429045094319,26.8487732827379,7.52152768779124e-07,0.000535102969788577,HERVH_2p11.2c,ADVANCED_LIMITED,chr2,89349617,89356463,HERVH,2p11
-2.92549302163052,6.35429045094319,26.8487732827379,7.52152768779124e-07,0.000535102969788577,HERVH_2p11.2c,ADVANCED_LIMITED,chr2,89350921,89356019,HERVH,2p11
-2.92549302163052,6.35429045094319,26.8487732827379,7.52152768779124e-07,0.000535102969788577,HERVH_2p11.2c,ADVANCED_LIMITED,chr2,89356019,89356463,HERVH,2p11
-2.73026877066595,5.79270869756521,24.0457127873839,2.57089704402534e-06,0.00147571243228979,ERV316A3_2q24.2b,ADVANCED_LIMITED,chr2,161639090,161639257,ERV316A3,2q24
-2.73026877066595,5.79270869756521,24.0457127873839,2.57089704402534e-06,0.00147571243228979,ERV316A3_2q24.2b,ADVANCED_LIMITED,chr2,161639090,161643812,ERV316A3,2q24
-2.73026877066595,5.79270869756521,24.0457127873839,2.57089704402534e-06,0.00147571243228979,ERV316A3_2q24.2b,ADVANCED_LIMITED,chr2,161639311,161640476,ERV316A3,2q24
-2.73026877066595,5.79270869756521,24.0457127873839,2.57089704402534e-06,0.00147571243228979,ERV316A3_2q24.2b,ADVANCED_LIMITED,chr2,161640526,161640781,ERV316A3,2q24
-2.73026877066595,5.79270869756521,24.0457127873839,2.57089704402534e-06,0.00147571243228979,ERV316A3_2q24.2b,ADVANCED_LIMITED,chr2,161641044,161641225,ERV316A3,2q24
-2.73026877066595,5.79270869756521,24.0457127873839,2.57089704402534e-06,0.00147571243228979,ERV316A3_2q24.2b,ADVANCED_LIMITED,chr2,161641514,161643504,ERV316A3,2q24
-2.73026877066595,5.79270869756521,24.0457127873839,2.57089704402534e-06,0.00147571243228979,ERV316A3_2q24.2b,ADVANCED_LIMITED,chr2,161643493,161643629,ERV316A3,2q24
-2.73026877066595,5.79270869756521,24.0457127873839,2.57089704402534e-06,0.00147571243228979,ERV316A3_2q24.2b,ADVANCED_LIMITED,chr2,161643636,161643691,ERV316A3,2q24
-2.73026877066595,5.79270869756521,24.0457127873839,2.57089704402534e-06,0.00147571243228979,ERV316A3_2q24.2b,ADVANCED_LIMITED,chr2,161643772,161643812,ERV316A3,2q24
3.04347389348758,5.42476438691569,23.7080431290713,2.98633309611274e-06,0.00147571243228979,HERVH_1p36.32b,ADVANCED_LIMITED,chr1,5104855,5105295,HERVH,1p36
3.04347389348758,5.42476438691569,23.7080431290713,2.98633309611274e-06,0.00147571243228979,HERVH_1p36.32b,ADVANCED_LIMITED,chr1,5104855,5113158,HERVH,1p36
3.04347389348758,5.42476438691569,23.7080431290713,2.98633309611274e-06,0.00147571243228979,HERVH_1p36.32b,ADVANCED_LIMITED,chr1,5105297,5108328,HERVH,1p36
3.04347389348758,5.42476438691569,23.7080431290713,2.98633309611274e-06,0.00147571243228979,HERVH_1p36.32b,ADVANCED_LIMITED,chr1,5108307,5108454,HERVH,1p36
3.04347389348758,5.42476438691569,23.7080431290713,2.98633309611274e-06,0.00147571243228979,HERVH_1p36.32b,ADVANCED_LIMITED,chr1,5108443,5112709,HERVH,1p36
3.04347389348758,5.42476438691569,23.7080431290713,2.98633309611274e-06,0.00147571243228979,HERVH_1p36.32b,ADVANCED_LIMITED,chr1,5112709,5113158,HERVH,1p36
-2.67432238736262,6.90534411110209,23.5950056328119,3.14016594781173e-06,0.00147571243228979,HUERSP3B_18q12.1,ADVANCED_LIMITED,chr18,29321604,29322787,HUERSP3B,18q12
-2.67432238736262,6.90534411110209,23.5950056328119,3.14016594781173e-06,0.00147571243228979,HUERSP3B_18q12.1,ADVANCED_LIMITED,chr18,29321604,29324759,HUERSP3B,18q12
-2.67432238736262,6.90534411110209,23.5950056328119,3.14016594781173e-06,0.00147571243228979,HUERSP3B_18q12.1,ADVANCED_LIMITED,chr18,29323097,29323394,HUERSP3B,18q12
-2.67432238736262,6.90534411110209,23.5950056328119,3.14016594781173e-06,0.00147571243228979,HUERSP3B_18q12.1,ADVANCED_LIMITED,chr18,29323705,29324147,HUERSP3B,18q12
-2.67432238736262,6.90534411110209,23.5950056328119,3.14016594781173e-06,0.00147571243228979,HUERSP3B_18q12.1,ADVANCED_LIMITED,chr18,29324149,29324759,HUERSP3B,18q12
2.35660312610954,4.78719530432745,23.5110587307361,3.25960577413408e-06,0.00147571243228979,ERV316A3_14q11.2h,ADVANCED_LIMITED,chr14,22740829,22741573,ERV316A3,14q11
2.35660312610954,4.78719530432745,23.5110587307361,3.25960577413408e-06,0.00147571243228979,ERV316A3_14q11.2h,ADVANCED_LIMITED,chr14,22740829,22742086,ERV316A3,14q11
2.35660312610954,4.78719530432745,23.5110587307361,3.25960577413408e-06,0.00147571243228979,ERV316A3_14q11.2h,ADVANCED_LIMITED,chr14,22741786,22741832,ERV316A3,14q11
2.35660312610954,4.78719530432745,23.5110587307361,3.25960577413408e-06,0.00147571243228979,ERV316A3_14q11.2h,ADVANCED_LIMITED,chr14,22741866,22742086,ERV316A3,14q11
-2.67448779415352,5.01098154215857,23.2831205587667,3.60776805536587e-06,0.00149722374297683,HERVH_Xq25b,ADVANCED_LIMITED,chrX,124522686,124523139,HERVH,Xq25b
-2.67448779415352,5.01098154215857,23.2831205587667,3.60776805536587e-06,0.00149722374297683,HERVH_Xq25b,ADVANCED_LIMITED,chrX,124522686,124528409,HERVH,Xq25b
-2.67448779415352,5.01098154215857,23.2831205587667,3.60776805536587e-06,0.00149722374297683,HERVH_Xq25b,ADVANCED_LIMITED,chrX,124523139,124523519,HERVH,Xq25b
-2.67448779415352,5.01098154215857,23.2831205587667,3.60776805536587e-06,0.00149722374297683,HERVH_Xq25b,ADVANCED_LIMITED,chrX,124523517,124523733,HERVH,Xq25b
-2.67448779415352,5.01098154215857,23.2831205587667,3.60776805536587e-06,0.00149722374297683,HERVH_Xq25b,ADVANCED_LIMITED,chrX,124523734,124524393,HERVH,Xq25b
-2.67448779415352,5.01098154215857,23.2831205587667,3.60776805536587e-06,0.00149722374297683,HERVH_Xq25b,ADVANCED_LIMITED,chrX,124524395,124524889,HERVH,Xq25b
-2.67448779415352,5.01098154215857,23.2831205587667,3.60776805536587e-06,0.00149722374297683,HERVH_Xq25b,ADVANCED_LIMITED,chrX,124524887,124525032,HERVH,Xq25b
-2.67448779415352,5.01098154215857,23.2831205587667,3.60776805536587e-06,0.00149722374297683,HERVH_Xq25b,ADVANCED_LIMITED,chrX,124525026,124527956,HERVH,Xq25b
-2.67448779415352,5.01098154215857,23.2831205587667,3.60776805536587e-06,0.00149722374297683,HERVH_Xq25b,ADVANCED_LIMITED,chrX,124527958,124528409,HERVH,Xq25b
-2.32134231585172,6.12068532599622,22.0592212923593,6.24045347541044e-06,0.00239057371596492,HERVL_14q31.1a,ADVANCED_LIMITED,chr14,80691152,80691589,HERVL,14q31
-2.32134231585172,6.12068532599622,22.0592212923593,6.24045347541044e-06,0.00239057371596492,HERVL_14q31.1a,ADVANCED_LIMITED,chr14,80691152,80697599,HERVL,14q31
-2.32134231585172,6.12068532599622,22.0592212923593,6.24045347541044e-06,0.00239057371596492,HERVL_14q31.1a,ADVANCED_LIMITED,chr14,80691589,80697173,HERVL,14q31
-2.32134231585172,6.12068532599622,22.0592212923593,6.24045347541044e-06,0.00239057371596492,HERVL_14q31.1a,ADVANCED_LIMITED,chr14,80697173,80697599,HERVL,14q31
-2.46897708025975,5.22582166167146,21.2086801393176,9.1610631879576e-06,0.00325872104828777,HERVH_6q25.2b,ADVANCED_LIMITED,chr6,154243864,154243952,HERVH,6q25
-2.46897708025975,5.22582166167146,21.2086801393176,9.1610631879576e-06,0.00325872104828777,HERVH_6q25.2b,ADVANCED_LIMITED,chr6,154243864,154248338,HERVH,6q25
-2.46897708025975,5.22582166167146,21.2086801393176,9.1610631879576e-06,0.00325872104828777,HERVH_6q25.2b,ADVANCED_LIMITED,chr6,154243952,154246023,HERVH,6q25
-2.46897708025975,5.22582166167146,21.2086801393176,9.1610631879576e-06,0.00325872104828777,HERVH_6q25.2b,ADVANCED_LIMITED,chr6,154246017,154246165,HERVH,6q25
-2.46897708025975,5.22582166167146,21.2086801393176,9.1610631879576e-06,0.00325872104828777,HERVH_6q25.2b,ADVANCED_LIMITED,chr6,154246155,154246660,HERVH,6q25
-2.46897708025975,5.22582166167146,21.2086801393176,9.1610631879576e-06,0.00325872104828777,HERVH_6q25.2b,ADVANCED_LIMITED,chr6,154246662,154247315,HERVH,6q25
-2.46897708025975,5.22582166167146,21.2086801393176,9.1610631879576e-06,0.00325872104828777,HERVH_6q25.2b,ADVANCED_LIMITED,chr6,154247316,154247531,HERVH,6q25
-2.46897708025975,5.22582166167146,21.2086801393176,9.1610631879576e-06,0.00325872104828777,HERVH_6q25.2b,ADVANCED_LIMITED,chr6,154247533,154247910,HERVH,6q25
-2.46897708025975,5.22582166167146,21.2086801393176,9.1610631879576e-06,0.00325872104828777,HERVH_6q25.2b,ADVANCED_LIMITED,chr6,154247910,154248338,HERVH,6q25
-2.78121126092624,5.2873103928173,20.8007835316608,1.10231963074498e-05,0.00365970117407333,MER41_11p15.5a,ADVANCED_LIMITED,chr11,347588,347727,MER41,11p15
-2.78121126092624,5.2873103928173,20.8007835316608,1.10231963074498e-05,0.00365970117407333,MER41_11p15.5a,ADVANCED_LIMITED,chr11,347588,349098,MER41,11p15
-2.78121126092624,5.2873103928173,20.8007835316608,1.10231963074498e-05,0.00365970117407333,MER41_11p15.5a,ADVANCED_LIMITED,chr11,348017,348436,MER41,11p15
-2.78121126092624,5.2873103928173,20.8007835316608,1.10231963074498e-05,0.00365970117407333,MER41_11p15.5a,ADVANCED_LIMITED,chr11,348732,349098,MER41,11p15
-2.3088673137572,5.77721130132418,20.5406297946014,1.24079557923443e-05,0.00374984264255833,ERVLE_11q22.1d,ADVANCED_LIMITED,chr11,102127091,102127383,ERVLE,11q22
-2.3088673137572,5.77721130132418,20.5406297946014,1.24079557923443e-05,0.00374984264255833,ERVLE_11q22.1d,ADVANCED_LIMITED,chr11,102127091,102131196,ERVLE,11q22
-2.3088673137572,5.77721130132418,20.5406297946014,1.24079557923443e-05,0.00374984264255833,ERVLE_11q22.1d,ADVANCED_LIMITED,chr11,102127684,102127942,ERVLE,11q22
-2.3088673137572,5.77721130132418,20.5406297946014,1.24079557923443e-05,0.00374984264255833,ERVLE_11q22.1d,ADVANCED_LIMITED,chr11,102130171,102130330,ERVLE,11q22
-2.3088673137572,5.77721130132418,20.5406297946014,1.24079557923443e-05,0.00374984264255833,ERVLE_11q22.1d,ADVANCED_LIMITED,chr11,102130357,102130725,ERVLE,11q22
-2.3088673137572,5.77721130132418,20.5406297946014,1.24079557923443e-05,0.00374984264255833,ERVLE_11q22.1d,ADVANCED_LIMITED,chr11,102131027,102131196,ERVLE,11q22
2.93686710997301,5.0369700536618,20.4722192956227,1.28006676553196e-05,0.00374984264255833,HERVH_6_GL000251v2_alt(a),ADVANCED_LIMITED,chr6,29213253,29213692,HERVH,6
2.93686710997301,5.0369700536618,20.4722192956227,1.28006676553196e-05,0.00374984264255833,HERVH_6_GL000251v2_alt(a),ADVANCED_LIMITED,chr6,29213253,29220585,HERVH,6
2.93686710997301,5.0369700536618,20.4722192956227,1.28006676553196e-05,0.00374984264255833,HERVH_6_GL000251v2_alt(a),ADVANCED_LIMITED,chr6,29213692,29214416,HERVH,6
2.93686710997301,5.0369700536618,20.4722192956227,1.28006676553196e-05,0.00374984264255833,HERVH_6_GL000251v2_alt(a),ADVANCED_LIMITED,chr6,29214410,29219550,HERVH,6
2.93686710997301,5.0369700536618,20.4722192956227,1.28006676553196e-05,0.00374984264255833,HERVH_6_GL000251v2_alt(a),ADVANCED_LIMITED,chr6,29219605,29220143,HERVH,6
2.93686710997301,5.0369700536618,20.4722192956227,1.28006676553196e-05,0.00374984264255833,HERVH_6_GL000251v2_alt(a),ADVANCED_LIMITED,chr6,29220143,29220585,HERVH,6
-2.25412324576068,4.67142521393368,20.268895879723,1.40442003321528e-05,0.00388556209189561,HERVK11_11p15.4,ADVANCED_LIMITED,chr11,6097284,6098370,HERVK11,11p15
-2.25412324576068,4.67142521393368,20.268895879723,1.40442003321528e-05,0.00388556209189561,HERVK11_11p15.4,ADVANCED_LIMITED,chr11,6097284,6099999,HERVK11,11p15
-2.25412324576068,4.67142521393368,20.268895879723,1.40442003321528e-05,0.00388556209189561,HERVK11_11p15.4,ADVANCED_LIMITED,chr11,6098370,6098688,HERVK11,11p15
-2.25412324576068,4.67142521393368,20.268895879723,1.40442003321528e-05,0.00388556209189561,HERVK11_11p15.4,ADVANCED_LIMITED,chr11,6098685,6099280,HERVK11,11p15
-2.25412324576068,4.67142521393368,20.268895879723,1.40442003321528e-05,0.00388556209189561,HERVK11_11p15.4,ADVANCED_LIMITED,chr11,6099255,6099681,HERVK11,11p15
-2.25412324576068,4.67142521393368,20.268895879723,1.40442003321528e-05,0.00388556209189561,HERVK11_11p15.4,ADVANCED_LIMITED,chr11,6099667,6099999,HERVK11,11p15
1.96462860830146,7.19969243741784,19.7956973061894,1.74367785782797e-05,0.00441217803940736,ERV316A3_17q24.3g,ADVANCED_LIMITED,chr17,69938679,69939101,ERV316A3,17q24
1.96462860830146,7.19969243741784,19.7956973061894,1.74367785782797e-05,0.00441217803940736,ERV316A3_17q24.3g,ADVANCED_LIMITED,chr17,69938679,69945106,ERV316A3,17q24
1.96462860830146,7.19969243741784,19.7956973061894,1.74367785782797e-05,0.00441217803940736,ERV316A3_17q24.3g,ADVANCED_LIMITED,chr17,69939103,69940021,ERV316A3,17q24
1.96462860830146,7.19969243741784,19.7956973061894,1.74367785782797e-05,0.00441217803940736,ERV316A3_17q24.3g,ADVANCED_LIMITED,chr17,69942414,69943427,ERV316A3,17q24
1.96462860830146,7.19969243741784,19.7956973061894,1.74367785782797e-05,0.00441217803940736,ERV316A3_17q24.3g,ADVANCED_LIMITED,chr17,69943819,69944057,ERV316A3,17q24
1.96462860830146,7.19969243741784,19.7956973061894,1.74367785782797e-05,0.00441217803940736,ERV316A3_17q24.3g,ADVANCED_LIMITED,chr17,69944241,69944486,ERV316A3,17q24
1.96462860830146,7.19969243741784,19.7956973061894,1.74367785782797e-05,0.00441217803940736,ERV316A3_17q24.3g,ADVANCED_LIMITED,chr17,69944797,69945106,ERV316A3,17q24
-2.19672260238974,7.24486127296878,19.5844145983356,1.92106750579569e-05,0.00441217803940736,HUERSP1_3p25.3c,ADVANCED_LIMITED,chr3,9677479,9677571,HUERSP1,3p25
-2.19672260238974,7.24486127296878,19.5844145983356,1.92106750579569e-05,0.00441217803940736,HUERSP1_3p25.3c,ADVANCED_LIMITED,chr3,9677479,9684990,HUERSP1,3p25
-2.19672260238974,7.24486127296878,19.5844145983356,1.92106750579569e-05,0.00441217803940736,HUERSP1_3p25.3c,ADVANCED_LIMITED,chr3,9677879,9678559,HUERSP1,3p25
-2.19672260238974,7.24486127296878,19.5844145983356,1.92106750579569e-05,0.00441217803940736,HUERSP1_3p25.3c,ADVANCED_LIMITED,chr3,9679200,9679400,HUERSP1,3p25
-2.19672260238974,7.24486127296878,19.5844145983356,1.92106750579569e-05,0.00441217803940736,HUERSP1_3p25.3c,ADVANCED_LIMITED,chr3,9679708,9681182,HUERSP1,3p25
-2.19672260238974,7.24486127296878,19.5844145983356,1.92106750579569e-05,0.00441217803940736,HUERSP1_3p25.3c,ADVANCED_LIMITED,chr3,9681452,9681602,HUERSP1,3p25
-2.19672260238974,7.24486127296878,19.5844145983356,1.92106750579569e-05,0.00441217803940736,HUERSP1_3p25.3c,ADVANCED_LIMITED,chr3,9681904,9682207,HUERSP1,3p25
-2.19672260238974,7.24486127296878,19.5844145983356,1.92106750579569e-05,0.00441217803940736,HUERSP1_3p25.3c,ADVANCED_LIMITED,chr3,9682244,9683243,HUERSP1,3p25
-2.19672260238974,7.24486127296878,19.5844145983356,1.92106750579569e-05,0.00441217803940736,HUERSP1_3p25.3c,ADVANCED_LIMITED,chr3,9683547,9683722,HUERSP1,3p25
-2.19672260238974,7.24486127296878,19.5844145983356,1.92106750579569e-05,0.00441217803940736,HUERSP1_3p25.3c,ADVANCED_LIMITED,chr3,9683722,9683788,HUERSP1,3p25
-2.19672260238974,7.24486127296878,19.5844145983356,1.92106750579569e-05,0.00441217803940736,HUERSP1_3p25.3c,ADVANCED_LIMITED,chr3,9684371,9684990,HUERSP1,3p25
-2.39275687432655,5.48894001556663,19.5507707865108,1.95096532018706e-05,0.00441217803940736,MER4_22q13.31b,ADVANCED_LIMITED,chr22,47974070,47974515,MER4,22q13
-2.39275687432655,5.48894001556663,19.5507707865108,1.95096532018706e-05,0.00441217803940736,MER4_22q13.31b,ADVANCED_LIMITED,chr22,47974070,47981606,MER4,22q13
-2.39275687432655,5.48894001556663,19.5507707865108,1.95096532018706e-05,0.00441217803940736,MER4_22q13.31b,ADVANCED_LIMITED,chr22,47974529,47974807,MER4,22q13
-2.39275687432655,5.48894001556663,19.5507707865108,1.95096532018706e-05,0.00441217803940736,MER4_22q13.31b,ADVANCED_LIMITED,chr22,47975137,47977214,MER4,22q13
-2.39275687432655,5.48894001556663,19.5507707865108,1.95096532018706e-05,0.00441217803940736,MER4_22q13.31b,ADVANCED_LIMITED,chr22,47977457,47977695,MER4,22q13
-2.39275687432655,5.48894001556663,19.5507707865108,1.95096532018706e-05,0.00441217803940736,MER4_22q13.31b,ADVANCED_LIMITED,chr22,47977721,47978201,MER4,22q13
-2.39275687432655,5.48894001556663,19.5507707865108,1.95096532018706e-05,0.00441217803940736,MER4_22q13.31b,ADVANCED_LIMITED,chr22,47978183,47979002,MER4,22q13
-2.39275687432655,5.48894001556663,19.5507707865108,1.95096532018706e-05,0.00441217803940736,MER4_22q13.31b,ADVANCED_LIMITED,chr22,47979309,47981155,MER4,22q13
-2.39275687432655,5.48894001556663,19.5507707865108,1.95096532018706e-05,0.00441217803940736,MER4_22q13.31b,ADVANCED_LIMITED,chr22,47981160,47981606,MER4,22q13
-2.37061747448597,5.02974852616669,19.5360326131937,1.9642113308965e-05,0.00441217803940736,HERVW_2p24.2,ADVANCED_LIMITED,chr2,17520207,17520957,HERVW,2p24
-2.37061747448597,5.02974852616669,19.5360326131937,1.9642113308965e-05,0.00441217803940736,HERVW_2p24.2,ADVANCED_LIMITED,chr2,17520207,17527981,HERVW,2p24
-2.37061747448597,5.02974852616669,19.5360326131937,1.9642113308965e-05,0.00441217803940736,HERVW_2p24.2,ADVANCED_LIMITED,chr2,17520957,17526889,HERVW,2p24
-2.37061747448597,5.02974852616669,19.5360326131937,1.9642113308965e-05,0.00441217803940736,HERVW_2p24.2,ADVANCED_LIMITED,chr2,17526882,17526921,HERVW,2p24
-2.37061747448597,5.02974852616669,19.5360326131937,1.9642113308965e-05,0.00441217803940736,HERVW_2p24.2,ADVANCED_LIMITED,chr2,17526911,17527203,HERVW,2p24
-2.37061747448597,5.02974852616669,19.5360326131937,1.9642113308965e-05,0.00441217803940736,HERVW_2p24.2,ADVANCED_LIMITED,chr2,17527203,17527981,HERVW,2p24
-1.79804904108661,6.55771176801996,19.4560041401497,2.03775290976645e-05,0.00441217803940736,HERVL_12p13.31b,ADVANCED_LIMITED,chr12,8149443,8149926,HERVL,12p13
-1.79804904108661,6.55771176801996,19.4560041401497,2.03775290976645e-05,0.00441217803940736,HERVL_12p13.31b,ADVANCED_LIMITED,chr12,8149443,8157790,HERVL,12p13
-1.79804904108661,6.55771176801996,19.4560041401497,2.03775290976645e-05,0.00441217803940736,HERVL_12p13.31b,ADVANCED_LIMITED,chr12,8150258,8150745,HERVL,12p13
-1.79804904108661,6.55771176801996,19.4560041401497,2.03775290976645e-05,0.00441217803940736,HERVL_12p13.31b,ADVANCED_LIMITED,chr12,8151047,8151851,HERVL,12p13
-1.79804904108661,6.55771176801996,19.4560041401497,2.03775290976645e-05,0.00441217803940736,HERVL_12p13.31b,ADVANCED_LIMITED,chr12,8152168,8152403,HERVL,12p13
-1.79804904108661,6.55771176801996,19.4560041401497,2.03775290976645e-05,0.00441217803940736,HERVL_12p13.31b,ADVANCED_LIMITED,chr12,8153153,8154747,HERVL,12p13
